Strategy B,n = 1000


Trial 1

Space Name,Times Landed On,Percent Landed On (%)
GO,23,2.300
MEDITERRANEAN_AVENUE,28,2.800
COMMUNITY_CHEST_1,16,1.600
BALTIC_AVENUE,27,2.700
INCOME_TAX,20,2.000
READING_RAILROAD,28,2.800
ORIENTAL_AVENUE,21,2.100
CHANCE_1,29,2.900
VERMONT_AVENUE,26,2.600
CONNECTICUT_AVENUE,27,2.700
JAIL,65,6.500
ST_CHARLES_PLACE,20,2.000
ELECTRIC_COMPANY,23,2.300
STATES_AVENUE,26,2.600
VIRGINIA_AVENUE,20,2.000
PENNSYLVANIA_RAILROAD,29,2.900
ST_JAMES_PLACE,27,2.700
COMMUNITY_CHEST_2,35,3.500
TENNESSEE_AVENUE,28,2.800
NEW_YORK_AVENUE,40,4.000
FREE_PARKING,22,2.200
KENTUCKY_AVENUE,24,2.400
CHANCE_2,24,2.400
INDIANA_AVENUE,30,3.000
ILLINOIS_AVENUE,32,3.200
BO_RAILROAD,23,2.300
ATLANTIC_AVENUE,31,3.100
VENTNOR_AVENUE,27,2.700
WATER_WORKS,30,3.000
MARVIN_GARDENS,22,2.200
GO_TO_JAIL,29,2.900
PACIFIC_AVENUE,22,2.200
NORTH_CAROLINA_AVENUE,24,2.400
COMMUNITY_CHEST_3,30,3.000
PENNSYLVANIA_AVENUE,30,3.000
SHORT_LINE,26,2.600
CHANCE_3,20,2.000
PARK_PLACE,25,2.500
LUXURY_TAX,16,1.600
BOARDWALK,31,3.100


Trial 2

Space Name,Times Landed On,Percent Landed On (%)
GO,22,2.200
MEDITERRANEAN_AVENUE,19,1.900
COMMUNITY_CHEST_1,25,2.500
BALTIC_AVENUE,23,2.300
INCOME_TAX,25,2.500
READING_RAILROAD,19,1.900
ORIENTAL_AVENUE,28,2.800
CHANCE_1,27,2.700
VERMONT_AVENUE,23,2.300
CONNECTICUT_AVENUE,17,1.700
JAIL,69,6.900
ST_CHARLES_PLACE,33,3.300
ELECTRIC_COMPANY,23,2.300
STATES_AVENUE,20,2.000
VIRGINIA_AVENUE,32,3.200
PENNSYLVANIA_RAILROAD,29,2.900
ST_JAMES_PLACE,22,2.200
COMMUNITY_CHEST_2,28,2.800
TENNESSEE_AVENUE,24,2.400
NEW_YORK_AVENUE,25,2.500
FREE_PARKING,30,3.000
KENTUCKY_AVENUE,28,2.800
CHANCE_2,33,3.300
INDIANA_AVENUE,26,2.600
ILLINOIS_AVENUE,28,2.800
BO_RAILROAD,41,4.100
ATLANTIC_AVENUE,18,1.800
VENTNOR_AVENUE,37,3.700
WATER_WORKS,30,3.000
MARVIN_GARDENS,20,2.000
GO_TO_JAIL,25,2.500
PACIFIC_AVENUE,32,3.200
NORTH_CAROLINA_AVENUE,30,3.000
COMMUNITY_CHEST_3,20,2.000
PENNSYLVANIA_AVENUE,32,3.200
SHORT_LINE,28,2.800
CHANCE_3,19,1.900
PARK_PLACE,16,1.600
LUXURY_TAX,21,2.100
BOARDWALK,29,2.900


Trial 3

Space Name,Times Landed On,Percent Landed On (%)
GO,27,2.700
MEDITERRANEAN_AVENUE,21,2.100
COMMUNITY_CHEST_1,23,2.300
BALTIC_AVENUE,25,2.500
INCOME_TAX,21,2.100
READING_RAILROAD,28,2.800
ORIENTAL_AVENUE,28,2.800
CHANCE_1,20,2.000
VERMONT_AVENUE,27,2.700
CONNECTICUT_AVENUE,19,1.900
JAIL,72,7.200
ST_CHARLES_PLACE,20,2.000
ELECTRIC_COMPANY,24,2.400
STATES_AVENUE,30,3.000
VIRGINIA_AVENUE,21,2.100
PENNSYLVANIA_RAILROAD,28,2.800
ST_JAMES_PLACE,32,3.200
COMMUNITY_CHEST_2,31,3.100
TENNESSEE_AVENUE,27,2.700
NEW_YORK_AVENUE,33,3.300
FREE_PARKING,25,2.500
KENTUCKY_AVENUE,26,2.600
CHANCE_2,30,3.000
INDIANA_AVENUE,20,2.000
ILLINOIS_AVENUE,33,3.300
BO_RAILROAD,27,2.700
ATLANTIC_AVENUE,30,3.000
VENTNOR_AVENUE,26,2.600
WATER_WORKS,30,3.000
MARVIN_GARDENS,21,2.100
GO_TO_JAIL,28,2.800
PACIFIC_AVENUE,23,2.300
NORTH_CAROLINA_AVENUE,29,2.900
COMMUNITY_CHEST_3,24,2.400
PENNSYLVANIA_AVENUE,20,2.000
SHORT_LINE,31,3.100
CHANCE_3,17,1.700
PARK_PLACE,20,2.000
LUXURY_TAX,29,2.900
BOARDWALK,24,2.400


Trial 4

Space Name,Times Landed On,Percent Landed On (%)
GO,25,2.500
MEDITERRANEAN_AVENUE,24,2.400
COMMUNITY_CHEST_1,21,2.100
BALTIC_AVENUE,25,2.500
INCOME_TAX,28,2.800
READING_RAILROAD,24,2.400
ORIENTAL_AVENUE,20,2.000
CHANCE_1,32,3.200
VERMONT_AVENUE,22,2.200
CONNECTICUT_AVENUE,18,1.800
JAIL,58,5.800
ST_CHARLES_PLACE,27,2.700
ELECTRIC_COMPANY,25,2.500
STATES_AVENUE,20,2.000
VIRGINIA_AVENUE,35,3.500
PENNSYLVANIA_RAILROAD,35,3.500
ST_JAMES_PLACE,26,2.600
COMMUNITY_CHEST_2,17,1.700
TENNESSEE_AVENUE,24,2.400
NEW_YORK_AVENUE,30,3.000
FREE_PARKING,34,3.400
KENTUCKY_AVENUE,30,3.000
CHANCE_2,28,2.800
INDIANA_AVENUE,26,2.600
ILLINOIS_AVENUE,31,3.100
BO_RAILROAD,25,2.500
ATLANTIC_AVENUE,22,2.200
VENTNOR_AVENUE,33,3.300
WATER_WORKS,27,2.700
MARVIN_GARDENS,27,2.700
GO_TO_JAIL,19,1.900
PACIFIC_AVENUE,39,3.900
NORTH_CAROLINA_AVENUE,25,2.500
COMMUNITY_CHEST_3,21,2.100
PENNSYLVANIA_AVENUE,22,2.200
SHORT_LINE,19,1.900
CHANCE_3,27,2.700
PARK_PLACE,22,2.200
LUXURY_TAX,25,2.500
BOARDWALK,33,3.300


Trial 5

Space Name,Times Landed On,Percent Landed On (%)
GO,27,2.700
MEDITERRANEAN_AVENUE,29,2.900
COMMUNITY_CHEST_1,16,1.600
BALTIC_AVENUE,22,2.200
INCOME_TAX,17,1.700
READING_RAILROAD,25,2.500
ORIENTAL_AVENUE,25,2.500
CHANCE_1,23,2.300
VERMONT_AVENUE,16,1.600
CONNECTICUT_AVENUE,20,2.000
JAIL,74,7.400
ST_CHARLES_PLACE,29,2.900
ELECTRIC_COMPANY,31,3.100
STATES_AVENUE,23,2.300
VIRGINIA_AVENUE,25,2.500
PENNSYLVANIA_RAILROAD,24,2.400
ST_JAMES_PLACE,26,2.600
COMMUNITY_CHEST_2,32,3.200
TENNESSEE_AVENUE,37,3.700
NEW_YORK_AVENUE,27,2.700
FREE_PARKING,35,3.500
KENTUCKY_AVENUE,20,2.000
CHANCE_2,27,2.700
INDIANA_AVENUE,31,3.100
ILLINOIS_AVENUE,28,2.800
BO_RAILROAD,30,3.000
ATLANTIC_AVENUE,23,2.300
VENTNOR_AVENUE,27,2.700
WATER_WORKS,31,3.100
MARVIN_GARDENS,23,2.300
GO_TO_JAIL,33,3.300
PACIFIC_AVENUE,26,2.600
NORTH_CAROLINA_AVENUE,29,2.900
COMMUNITY_CHEST_3,28,2.800
PENNSYLVANIA_AVENUE,30,3.000
SHORT_LINE,22,2.200
CHANCE_3,21,2.100
PARK_PLACE,27,2.700
LUXURY_TAX,16,1.600
BOARDWALK,23,2.300


Trial 6

Space Name,Times Landed On,Percent Landed On (%)
GO,24,2.400
MEDITERRANEAN_AVENUE,28,2.800
COMMUNITY_CHEST_1,24,2.400
BALTIC_AVENUE,17,1.700
INCOME_TAX,18,1.800
READING_RAILROAD,25,2.500
ORIENTAL_AVENUE,26,2.600
CHANCE_1,13,1.300
VERMONT_AVENUE,29,2.900
CONNECTICUT_AVENUE,28,2.800
JAIL,59,5.900
ST_CHARLES_PLACE,27,2.700
ELECTRIC_COMPANY,23,2.300
STATES_AVENUE,19,1.900
VIRGINIA_AVENUE,33,3.300
PENNSYLVANIA_RAILROAD,36,3.600
ST_JAMES_PLACE,27,2.700
COMMUNITY_CHEST_2,32,3.200
TENNESSEE_AVENUE,24,2.400
NEW_YORK_AVENUE,24,2.400
FREE_PARKING,37,3.700
KENTUCKY_AVENUE,28,2.800
CHANCE_2,29,2.900
INDIANA_AVENUE,27,2.700
ILLINOIS_AVENUE,30,3.000
BO_RAILROAD,37,3.700
ATLANTIC_AVENUE,23,2.300
VENTNOR_AVENUE,23,2.300
WATER_WORKS,33,3.300
MARVIN_GARDENS,16,1.600
GO_TO_JAIL,26,2.600
PACIFIC_AVENUE,37,3.700
NORTH_CAROLINA_AVENUE,23,2.300
COMMUNITY_CHEST_3,29,2.900
PENNSYLVANIA_AVENUE,22,2.200
SHORT_LINE,28,2.800
CHANCE_3,22,2.200
PARK_PLACE,19,1.900
LUXURY_TAX,21,2.100
BOARDWALK,23,2.300


Trial 7

Space Name,Times Landed On,Percent Landed On (%)
GO,19,1.900
MEDITERRANEAN_AVENUE,27,2.700
COMMUNITY_CHEST_1,21,2.100
BALTIC_AVENUE,30,3.000
INCOME_TAX,25,2.500
READING_RAILROAD,26,2.600
ORIENTAL_AVENUE,15,1.500
CHANCE_1,23,2.300
VERMONT_AVENUE,24,2.400
CONNECTICUT_AVENUE,19,1.900
JAIL,67,6.700
ST_CHARLES_PLACE,29,2.900
ELECTRIC_COMPANY,24,2.400
STATES_AVENUE,25,2.500
VIRGINIA_AVENUE,23,2.300
PENNSYLVANIA_RAILROAD,33,3.300
ST_JAMES_PLACE,28,2.800
COMMUNITY_CHEST_2,32,3.200
TENNESSEE_AVENUE,32,3.200
NEW_YORK_AVENUE,36,3.600
FREE_PARKING,24,2.400
KENTUCKY_AVENUE,18,1.800
CHANCE_2,33,3.300
INDIANA_AVENUE,20,2.000
ILLINOIS_AVENUE,32,3.200
BO_RAILROAD,34,3.400
ATLANTIC_AVENUE,35,3.500
VENTNOR_AVENUE,30,3.000
WATER_WORKS,22,2.200
MARVIN_GARDENS,23,2.300
GO_TO_JAIL,25,2.500
PACIFIC_AVENUE,28,2.800
NORTH_CAROLINA_AVENUE,25,2.500
COMMUNITY_CHEST_3,26,2.600
PENNSYLVANIA_AVENUE,29,2.900
SHORT_LINE,28,2.800
CHANCE_3,18,1.800
PARK_PLACE,21,2.100
LUXURY_TAX,23,2.300
BOARDWALK,25,2.500


Trial 8

Space Name,Times Landed On,Percent Landed On (%)
GO,32,3.200
MEDITERRANEAN_AVENUE,22,2.200
COMMUNITY_CHEST_1,15,1.500
BALTIC_AVENUE,16,1.600
INCOME_TAX,28,2.800
READING_RAILROAD,25,2.500
ORIENTAL_AVENUE,29,2.900
CHANCE_1,23,2.300
VERMONT_AVENUE,25,2.500
CONNECTICUT_AVENUE,15,1.500
JAIL,61,6.100
ST_CHARLES_PLACE,30,3.000
ELECTRIC_COMPANY,22,2.200
STATES_AVENUE,28,2.800
VIRGINIA_AVENUE,21,2.100
PENNSYLVANIA_RAILROAD,30,3.000
ST_JAMES_PLACE,23,2.300
COMMUNITY_CHEST_2,40,4.000
TENNESSEE_AVENUE,24,2.400
NEW_YORK_AVENUE,27,2.700
FREE_PARKING,29,2.900
KENTUCKY_AVENUE,32,3.200
CHANCE_2,24,2.400
INDIANA_AVENUE,32,3.200
ILLINOIS_AVENUE,30,3.000
BO_RAILROAD,26,2.600
ATLANTIC_AVENUE,21,2.100
VENTNOR_AVENUE,28,2.800
WATER_WORKS,33,3.300
MARVIN_GARDENS,26,2.600
GO_TO_JAIL,18,1.800
PACIFIC_AVENUE,30,3.000
NORTH_CAROLINA_AVENUE,20,2.000
COMMUNITY_CHEST_3,27,2.700
PENNSYLVANIA_AVENUE,22,2.200
SHORT_LINE,33,3.300
CHANCE_3,29,2.900
PARK_PLACE,28,2.800
LUXURY_TAX,14,1.400
BOARDWALK,31,3.100


Trial 9

Space Name,Times Landed On,Percent Landed On (%)
GO,23,2.300
MEDITERRANEAN_AVENUE,22,2.200
COMMUNITY_CHEST_1,16,1.600
BALTIC_AVENUE,31,3.100
INCOME_TAX,24,2.400
READING_RAILROAD,24,2.400
ORIENTAL_AVENUE,31,3.100
CHANCE_1,33,3.300
VERMONT_AVENUE,20,2.000
CONNECTICUT_AVENUE,17,1.700
JAIL,54,5.400
ST_CHARLES_PLACE,31,3.100
ELECTRIC_COMPANY,26,2.600
STATES_AVENUE,34,3.400
VIRGINIA_AVENUE,25,2.500
PENNSYLVANIA_RAILROAD,24,2.400
ST_JAMES_PLACE,29,2.900
COMMUNITY_CHEST_2,23,2.300
TENNESSEE_AVENUE,25,2.500
NEW_YORK_AVENUE,25,2.500
FREE_PARKING,33,3.300
KENTUCKY_AVENUE,29,2.900
CHANCE_2,28,2.800
INDIANA_AVENUE,24,2.400
ILLINOIS_AVENUE,29,2.900
BO_RAILROAD,31,3.100
ATLANTIC_AVENUE,28,2.800
VENTNOR_AVENUE,25,2.500
WATER_WORKS,29,2.900
MARVIN_GARDENS,18,1.800
GO_TO_JAIL,23,2.300
PACIFIC_AVENUE,30,3.000
NORTH_CAROLINA_AVENUE,23,2.300
COMMUNITY_CHEST_3,31,3.100
PENNSYLVANIA_AVENUE,32,3.200
SHORT_LINE,24,2.400
CHANCE_3,14,1.400
PARK_PLACE,27,2.700
LUXURY_TAX,23,2.300
BOARDWALK,31,3.100


Trial 10

Space Name,Times Landed On,Percent Landed On (%)
GO,32,3.200
MEDITERRANEAN_AVENUE,26,2.600
COMMUNITY_CHEST_1,16,1.600
BALTIC_AVENUE,24,2.400
INCOME_TAX,21,2.100
READING_RAILROAD,26,2.600
ORIENTAL_AVENUE,18,1.800
CHANCE_1,18,1.800
VERMONT_AVENUE,28,2.800
CONNECTICUT_AVENUE,25,2.500
JAIL,61,6.100
ST_CHARLES_PLACE,23,2.300
ELECTRIC_COMPANY,38,3.800
STATES_AVENUE,25,2.500
VIRGINIA_AVENUE,18,1.800
PENNSYLVANIA_RAILROAD,29,2.900
ST_JAMES_PLACE,20,2.000
COMMUNITY_CHEST_2,24,2.400
TENNESSEE_AVENUE,34,3.400
NEW_YORK_AVENUE,35,3.500
FREE_PARKING,37,3.700
KENTUCKY_AVENUE,21,2.100
CHANCE_2,19,1.900
INDIANA_AVENUE,24,2.400
ILLINOIS_AVENUE,34,3.400
BO_RAILROAD,34,3.400
ATLANTIC_AVENUE,29,2.900
VENTNOR_AVENUE,33,3.300
WATER_WORKS,25,2.500
MARVIN_GARDENS,18,1.800
GO_TO_JAIL,21,2.100
PACIFIC_AVENUE,32,3.200
NORTH_CAROLINA_AVENUE,18,1.800
COMMUNITY_CHEST_3,36,3.600
PENNSYLVANIA_AVENUE,24,2.400
SHORT_LINE,28,2.800
CHANCE_3,27,2.700
PARK_PLACE,14,1.400
LUXURY_TAX,19,1.900
BOARDWALK,29,2.900


